ticker,cik,accession_number,form,filing_date,accepted_at,items,primary_document,archive_dir,index_json_url,classification_status
DE,0000315189,0001104659-18-060189,8-K,2018-10-03,2018-10-03T13:00:40.000Z,7.01,a18-36057_18k.htm,https://www.sec.gov/Archives/edgar/data/315189/000110465918060189,https://www.sec.gov/Archives/edgar/data/315189/000110465918060189/index.json,NOT_CLASSIFIED
LUV,0000092380,0000092380-18-000125,8-K,2018-10-05,2018-10-05T12:59:51.000Z,2.02,traffic8k092018cover.htm,https://www.sec.gov/Archives/edgar/data/92380/000009238018000125,https://www.sec.gov/Archives/edgar/data/92380/000009238018000125/index.json,NOT_CLASSIFIED
CINF,0000020286,0000020286-18-000061,8-K,2018-10-12,2018-10-12T11:01:29.000Z,7.01,mspacquisition8-k.htm,https://www.sec.gov/Archives/edgar/data/20286/000002028618000061,https://www.sec.gov/Archives/edgar/data/20286/000002028618000061/index.json,NOT_CLASSIFIED
CINF,0000020286,0000020286-18-000063,8-K,2018-10-12,2018-10-12T18:01:16.000Z,"2.02,7.01",a3q18catannouncement10-12x.htm,https://www.sec.gov/Archives/edgar/data/20286/000002028618000063,https://www.sec.gov/Archives/edgar/data/20286/000002028618000063/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000114,8-K,2018-10-15,2018-10-15T16:00:48.000Z,7.01,creditstatsoct2018.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000114,https://www.sec.gov/Archives/edgar/data/4962/000000496218000114/index.json,NOT_CLASSIFIED
UAL,0000100517,0000100517-18-000025,8-K,2018-10-16,2018-10-16T20:14:21.000Z,"2.02,7.01",ual_093018er8k.htm,https://www.sec.gov/Archives/edgar/data/100517/000010051718000025,https://www.sec.gov/Archives/edgar/data/100517/000010051718000025/index.json,NOT_CLASSIFIED
UAL,0000100517,0001104659-18-062372,8-K,2018-10-17,2018-10-17T10:45:28.000Z,7.01,a18-36833_18k.htm,https://www.sec.gov/Archives/edgar/data/100517/000110465918062372,https://www.sec.gov/Archives/edgar/data/100517/000110465918062372/index.json,NOT_CLASSIFIED
MTB,0000036270,0001564590-18-024379,8-K,2018-10-17,2018-10-17T13:23:30.000Z,2.02,mtb-8k_20181017.htm,https://www.sec.gov/Archives/edgar/data/36270/000156459018024379,https://www.sec.gov/Archives/edgar/data/36270/000156459018024379/index.json,NOT_CLASSIFIED
IBM,0000051143,0001104659-18-062556,8-K,2018-10-17,2018-10-17T21:31:00.000Z,7.01,a18-36505_28k.htm,https://www.sec.gov/Archives/edgar/data/51143/000110465918062556,https://www.sec.gov/Archives/edgar/data/51143/000110465918062556/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000402,8-K,2018-10-18,2018-10-18T11:03:26.000Z,7.01,form8k10172018.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000402,https://www.sec.gov/Archives/edgar/data/914208/000091420818000402/index.json,NOT_CLASSIFIED
IVZ,0000914208,0000914208-18-000403,8-K,2018-10-18,2018-10-18T11:45:24.000Z,2.02,ivz8k3q18cover.htm,https://www.sec.gov/Archives/edgar/data/914208/000091420818000403,https://www.sec.gov/Archives/edgar/data/914208/000091420818000403/index.json,NOT_CLASSIFIED
ALL,0000899051,0000899051-18-000051,8-K,2018-10-18,2018-10-18T12:00:27.000Z,7.01,a8-k101818.htm,https://www.sec.gov/Archives/edgar/data/899051/000089905118000051,https://www.sec.gov/Archives/edgar/data/899051/000089905118000051/index.json,NOT_CLASSIFIED
AXP,0000004962,0000004962-18-000116,8-K,2018-10-18,2018-10-18T20:09:24.000Z,"2.02,7.01",earningsq318.htm,https://www.sec.gov/Archives/edgar/data/4962/000000496218000116,https://www.sec.gov/Archives/edgar/data/4962/000000496218000116/index.json,NOT_CLASSIFIED
RF,0001281761,0001281761-18-000109,8-K,2018-10-23,2018-10-22T21:52:02.000Z,"2.02,7.01",rf-2018930x8k.htm,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000109,https://www.sec.gov/Archives/edgar/data/1281761/000128176118000109/index.json,NOT_CLASSIFIED
COF,0000927628,0000927628-18-000306,8-K,2018-10-23,2018-10-23T20:01:42.000Z,2.02,q32018earningsrelease8-k.htm,https://www.sec.gov/Archives/edgar/data/927628/000092762818000306,https://www.sec.gov/Archives/edgar/data/927628/000092762818000306/index.json,NOT_CLASSIFIED
DTE,0000936340,0000936340-18-000231,8-K,2018-10-24,2018-10-24T10:47:12.000Z,"2.02,7.01",a8-kearningsrelease3rdquar.htm,https://www.sec.gov/Archives/edgar/data/936340/000093634018000231,https://www.sec.gov/Archives/edgar/data/936340/000093634018000231/index.json,NOT_CLASSIFIED
LUV,0000092380,0000092380-18-000127,8-K,2018-10-25,2018-10-25T13:50:51.000Z,2.02,er-9302018xcoverpage.htm,https://www.sec.gov/Archives/edgar/data/92380/000009238018000127,https://www.sec.gov/Archives/edgar/data/92380/000009238018000127/index.json,NOT_CLASSIFIED
WDC,0000106040,0001193125-18-307751,8-K,2018-10-25,2018-10-25T20:20:07.000Z,2.02,d634906d8k.htm,https://www.sec.gov/Archives/edgar/data/106040/000119312518307751,https://www.sec.gov/Archives/edgar/data/106040/000119312518307751/index.json,NOT_CLASSIFIED
PFG,0001126328,0001126328-18-000277,8-K,2018-10-25,2018-10-25T20:26:57.000Z,2.02,pfg8-kre3q2018earnings1025.htm,https://www.sec.gov/Archives/edgar/data/1126328/000112632818000277,https://www.sec.gov/Archives/edgar/data/1126328/000112632818000277/index.json,NOT_CLASSIFIED
