ticker,sector_etf,rush_episode_start,settlement_date,publication_date,fold_id,days_to_cover,previous_days_to_cover,two_period_days_to_cover,sector_percentile,exposed,execution_date,outcome_end,minimum_return_63d,terminal_return_63d,adverse_path
PCG,XLU,2021-10-22,2021-10-15,2021-10-26,F1,3.47,4.46,5.83,1.0,False,2021-10-27,2022-01-27,-0.02072557452801893,0.07081167578586745,False
MTB,XLF,2021-10-22,2021-10-15,2021-10-26,F1,5.76,4.35,4.74,0.9655172413793104,False,2021-10-27,2022-01-27,-0.02641516410850442,0.14134664430859556,False
CTAS,XLI,2021-10-22,2021-10-15,2021-10-26,F1,2.77,2.29,3.38,0.625,False,2021-10-27,2022-01-27,-0.10495895338768535,-0.10495895338768535,False
CRM,XLK,2021-10-15,2021-10-15,2021-10-26,F1,3.2,2.06,2.91,1.0,False,2021-10-27,2022-01-27,-0.2851094454233247,-0.2792139476358164,True
TFC,XLF,2021-10-15,2021-10-15,2021-10-26,F1,3.16,1.87,3.09,0.6896551724137931,False,2021-10-27,2022-01-27,-0.10988989783313663,-0.010118039361482922,False
ORCL,XLK,2021-10-15,2021-10-15,2021-10-26,F1,2.96,1.75,2.76,0.75,False,2021-10-27,2022-01-27,-0.16811762852114454,-0.16613182978549024,True
CBRE,XLRE,2021-10-15,2021-10-15,2021-10-26,F1,5.46,4.9,5.21,0.5555555555555556,False,2021-10-27,2022-01-27,-0.08210973955924572,-0.07872869124495319,False
MSCI,XLF,2021-10-22,2021-10-15,2021-10-26,F1,3.29,2.27,2.71,0.7241379310344828,False,2021-10-27,2022-01-27,-0.226727233581263,-0.226727233581263,True
OKE,XLE,2021-10-15,2021-10-15,2021-10-26,F1,4.0,2.61,3.47,0.9333333333333333,False,2021-10-27,2022-01-27,-0.1205543359445328,-0.06392637330880224,True
KEY,XLF,2021-10-15,2021-10-15,2021-10-26,F1,3.07,3.83,7.51,0.6206896551724138,False,2021-10-27,2022-01-27,-0.04467736075328377,0.08004268224779865,False
KKR,XLF,2021-10-22,2021-10-15,2021-10-26,F1,3.52,1.78,3.7,0.7931034482758621,False,2021-10-27,2022-01-27,-0.15313064607293636,-0.13383868538175603,True
USB,XLF,2021-10-22,2021-10-15,2021-10-26,F1,2.14,1.56,2.32,0.1724137931034483,False,2021-10-27,2022-01-27,-0.09007965344235669,-0.03930559492089225,False
WM,XLI,2021-10-22,2021-10-15,2021-10-26,F1,3.17,2.47,2.56,0.75,False,2021-10-27,2022-01-27,-0.053974944755487475,-0.053974944755487475,False
PAYX,XLI,2021-10-15,2021-10-15,2021-10-26,F1,6.18,4.71,8.05,0.875,False,2021-10-27,2022-01-27,-0.08392982905351698,-0.08392982905351698,False
AMP,XLF,2021-10-22,2021-10-15,2021-10-26,F1,4.71,3.77,5.08,0.9310344827586207,False,2021-10-27,2022-01-27,-0.038642077467958114,0.028729828773584654,False
BX,XLF,2021-10-22,2021-10-15,2021-10-26,F1,2.49,1.72,3.14,0.4827586206896552,False,2021-10-27,2022-01-27,-0.19223201638463694,-0.12097357370121675,True
CVX,XLE,2021-10-15,2021-10-15,2021-10-26,F1,1.94,1.49,1.57,0.4666666666666667,False,2021-10-27,2022-01-27,0.0,0.22186640254096246,False
STT,XLF,2021-10-15,2021-10-15,2021-10-26,F1,1.62,1.42,1.21,0.034482758620689655,False,2021-10-27,2022-01-27,-0.07917714489168892,-0.02646751300662975,False
SMCI,XLK,2021-11-05,2021-10-29,2021-11-09,F1,3.92,5.73,4.17,0.7777777777777778,False,2021-11-10,2022-02-10,-0.1325878263601603,-0.11980827469512934,True
FRT,XLRE,2021-11-05,2021-10-29,2021-11-09,F1,7.3,9.58,6.4,1.0,False,2021-11-10,2022-02-10,-0.05196434735306965,-0.021950030718012048,False
PEP,XLP,2021-11-05,2021-10-29,2021-11-09,F1,3.02,2.59,2.53,1.0,True,2021-11-10,2022-02-10,-0.02596908947771792,0.03333178914503976,False
FFIV,XLK,2021-11-05,2021-10-29,2021-11-09,F1,5.77,11.29,8.47,1.0,False,2021-11-10,2022-02-10,-0.11509807251327475,-0.10968690794419289,False
REG,XLRE,2021-11-05,2021-10-29,2021-11-09,F1,5.53,4.63,3.9,0.5,False,2021-11-10,2022-02-10,-0.07638497376304731,-0.043591236644829,False
ISRG,XLV,2021-10-29,2021-10-29,2021-11-09,F1,1.93,2.1,1.76,1.0,False,2021-11-10,2022-02-10,-0.2690478284143334,-0.1863751476438189,True
ACN,XLK,2021-10-29,2021-10-29,2021-11-09,F1,2.36,2.03,1.24,0.3333333333333333,False,2021-11-10,2022-02-10,-0.09320243644072879,-0.05884256560086043,False
WAB,XLI,2021-11-05,2021-10-29,2021-11-09,F1,5.09,6.65,4.64,0.8,False,2021-11-10,2022-02-10,-0.0979923998705684,-0.06609318273401665,False
FSLR,XLK,2021-10-29,2021-10-29,2021-11-09,F1,2.15,2.12,1.61,0.2777777777777778,False,2021-11-10,2022-02-10,-0.37165511145576835,-0.3583205462877119,True
MCHP,XLK,2021-11-05,2021-10-29,2021-11-09,F1,4.46,3.14,2.92,0.8888888888888888,True,2021-11-10,2022-02-10,-0.12006573412475252,-0.07188277348343775,True
KLAC,XLK,2021-11-05,2021-10-29,2021-11-09,F1,2.37,3.14,2.19,0.3888888888888889,False,2021-11-10,2022-02-10,-0.10294877098083233,-0.03374852985162269,False
NKE,XLY,2021-11-05,2021-10-29,2021-11-09,F1,2.14,1.69,1.21,0.6,False,2021-11-10,2022-02-10,-0.15020459593164714,-0.13776144432822968,True
APH,XLK,2021-11-05,2021-10-29,2021-11-09,F1,3.09,3.37,2.19,0.5555555555555556,False,2021-11-10,2022-02-10,-0.08600822151816545,-0.05470147248955792,False
NVDA,XLK,2021-10-29,2021-10-29,2021-11-09,F1,1.08,1.0,1.0,0.05555555555555555,False,2021-11-10,2022-02-10,-0.2550090858956561,-0.12328449006240338,True
TSLA,XLY,2021-10-29,2021-10-29,2021-11-09,F1,1.0,1.69,1.44,0.3,False,2021-11-10,2022-02-10,-0.22365279589066522,-0.15300343886264145,True
AVGO,XLK,2021-11-05,2021-10-29,2021-11-09,F1,3.18,2.97,2.39,0.6111111111111112,False,2021-11-10,2022-02-10,-0.02210195492423017,0.084503541446314,False
ON,XLK,2021-11-05,2021-10-29,2021-11-09,F1,4.01,4.21,3.12,0.8333333333333334,False,2021-11-10,2022-02-10,-0.06159802919914448,0.1161562568815282,False
MSFT,XLK,2021-10-29,2021-10-29,2021-11-09,F1,1.97,2.01,1.69,0.2222222222222222,False,2021-11-10,2022-02-10,-0.12630639174193636,-0.08424049627937147,True
MAR,XLY,2021-11-05,2021-10-29,2021-11-09,F1,2.67,2.27,2.36,0.8,False,2021-11-10,2022-02-10,-0.11485197419985571,0.0850362392725359,False
FTNT,XLK,2021-11-05,2021-10-29,2021-11-09,F1,2.64,2.95,2.22,0.4444444444444444,False,2021-11-10,2022-02-10,-0.1904190602145509,-0.023412250742911755,True
AMD,XLK,2021-11-05,2021-10-29,2021-11-09,F1,1.4,1.78,1.39,0.1111111111111111,False,2021-11-10,2022-02-10,-0.26646169947567266,-0.10080788585085187,True
F,XLY,2021-10-29,2021-10-29,2021-11-09,F1,1.0,1.26,1.19,0.3,False,2021-11-10,2022-02-10,-0.07537275757429018,-0.05658759823569093,False
ADP,XLI,2021-11-05,2021-10-29,2021-11-09,F1,3.34,3.0,3.06,0.4,False,2021-11-10,2022-02-10,-0.14084767889018468,-0.10095597319243521,True
MRVL,XLK,2021-10-29,2021-10-29,2021-11-09,F1,3.26,1.86,2.63,0.6666666666666666,False,2021-11-10,2022-02-10,-0.08501704326951465,0.0411824845334503,False
COST,XLP,2021-11-05,2021-10-29,2021-11-09,F1,2.47,2.88,2.21,0.5,False,2021-11-10,2022-02-10,-0.05576547754478056,0.02721174020735928,False
MPWR,XLK,2021-11-05,2021-10-29,2021-11-09,F1,2.87,2.87,1.93,0.5,False,2021-11-10,2022-02-10,-0.32746411047583746,-0.24147874721983997,True
BKNG,XLY,2021-11-05,2021-10-29,2021-11-09,F1,3.15,3.25,2.87,1.0,False,2021-11-10,2022-02-10,-0.19564709693239957,0.022803566645329232,True
IT,XLK,2021-10-29,2021-10-29,2021-11-09,F1,3.37,2.29,2.11,0.7222222222222222,False,2021-11-10,2022-02-10,-0.165235372798478,-0.11655996067087049,True
TSLA,XLY,2021-11-19,2021-11-15,2021-11-24,F1,1.0,1.0,1.69,0.1875,False,2021-11-26,2022-02-28,-0.29381105149278675,-0.19547657122349726,True
CTSH,XLK,2021-11-12,2021-11-15,2021-11-24,F1,3.32,2.38,2.73,0.7894736842105263,False,2021-11-26,2022-02-28,-0.01964261423143232,0.10192408696205812,False
TYL,XLK,2021-11-12,2021-11-15,2021-11-24,F1,3.62,4.21,5.56,0.8947368421052632,False,2021-11-26,2022-02-28,-0.20748654770287345,-0.14592262921092725,True
CDNS,XLK,2021-11-19,2021-11-15,2021-11-24,F1,2.76,2.06,2.69,0.5789473684210527,False,2021-11-26,2022-02-28,-0.2433841867793759,-0.15098681211823228,True
DPZ,XLY,2021-11-19,2021-11-15,2021-11-24,F1,2.5,2.67,2.13,0.375,False,2021-11-26,2022-02-28,-0.2398379621709834,-0.18289522796318036,True
ALB,XLB,2021-11-19,2021-11-15,2021-11-24,F1,1.72,1.64,2.02,1.0,False,2021-11-26,2022-02-28,-0.31685778338936443,-0.264721332406731,True
HD,XLY,2021-11-12,2021-11-15,2021-11-24,F1,3.43,3.38,3.63,0.75,False,2021-11-26,2022-02-28,-0.23087740868366136,-0.21247543703430016,True
SNPS,XLK,2021-11-12,2021-11-15,2021-11-24,F1,2.86,3.04,3.15,0.6842105263157895,False,2021-11-26,2022-02-28,-0.16600426024603754,-0.08700604623006092,True
EXR,XLRE,2021-11-19,2021-11-15,2021-11-24,F1,4.85,4.22,4.75,0.5,False,2021-11-26,2022-02-28,-0.0624555552535222,-0.04793291042189596,False
AZO,XLY,2021-11-12,2021-11-15,2021-11-24,F1,2.88,2.02,2.01,0.5,False,2021-11-26,2022-02-28,-0.010969156537755653,0.027125180266147852,False
TSCO,XLY,2021-11-19,2021-11-15,2021-11-24,F1,4.49,3.17,3.8,1.0,False,2021-11-26,2022-02-28,-0.1565331829947706,-0.10375907270698415,True
QCOM,XLK,2021-11-19,2021-11-15,2021-11-24,F1,1.04,2.79,1.71,0.15789473684210525,False,2021-11-26,2022-02-28,-0.07926851976098626,-0.017638514172670372,False
BBY,XLY,2021-11-19,2021-11-15,2021-11-24,F1,3.93,3.95,4.16,0.875,False,2021-11-26,2022-02-28,-0.22251783629791333,-0.1522522165371546,True
CTAS,XLI,2021-11-19,2021-11-15,2021-11-24,F1,3.84,3.7,2.77,1.0,True,2021-11-26,2022-02-28,-0.1481637045655122,-0.12145518350478912,True
LOW,XLY,2021-11-19,2021-11-15,2021-11-24,F1,2.92,3.07,2.42,0.625,False,2021-11-26,2022-02-28,-0.13555744830938166,-0.10457026941780312,True
EIX,XLU,2021-11-26,2021-11-30,2021-12-09,F1,2.77,2.43,2.92,1.0,False,2021-12-10,2022-03-14,-0.11079778648049776,-0.026427550990805404,False
ON,XLK,2021-12-03,2021-11-30,2021-12-09,F1,3.53,2.49,4.01,1.0,False,2021-12-10,2022-03-14,-0.18296049737150677,-0.17391973517946313,True
TSN,XLP,2021-12-17,2021-12-15,2021-12-27,F1,1.81,1.81,2.79,0.3333333333333333,False,2021-12-28,2022-03-29,-0.008615253356957675,0.029880537047406452,False
UNH,XLV,2021-12-10,2021-12-15,2021-12-27,F1,1.54,1.74,2.32,0.25,False,2021-12-28,2022-03-29,-0.0935497415537313,0.01849413741826922,False
ARE,XLRE,2021-12-24,2021-12-15,2021-12-27,F1,5.91,5.98,8.53,0.5,False,2021-12-28,2022-03-29,-0.16856892982769078,-0.08244619839971512,True
FRT,XLRE,2021-12-24,2021-12-15,2021-12-27,F1,7.62,8.44,7.44,0.6666666666666666,False,2021-12-28,2022-03-29,-0.13644631521177253,-0.06648186410908641,True
EXR,XLRE,2021-12-24,2021-12-15,2021-12-27,F1,3.29,2.31,4.85,0.3333333333333333,False,2021-12-28,2022-03-29,-0.16746809726919776,-0.05230329843615855,True
PCG,XLU,2021-12-10,2021-12-15,2021-12-27,F1,4.26,5.26,5.84,1.0,False,2021-12-28,2022-03-29,-0.1285239530504817,-0.0041460376844377755,True
PLD,XLU,2021-12-17,2021-12-15,2021-12-27,F1,3.87,4.26,5.9,0.8333333333333334,False,2021-12-28,2022-03-29,-0.1509742105399462,-0.0014711348597178375,True
CNC,XLV,2021-12-10,2021-12-15,2021-12-27,F1,2.05,2.61,3.01,0.5,False,2021-12-28,2022-03-29,-0.10787449306118657,0.005683876581833225,False
ED,XLU,2021-12-17,2021-12-15,2021-12-27,F1,3.19,3.62,3.48,0.6666666666666666,False,2021-12-28,2022-03-29,-0.03578215049899247,0.11870205738189332,False
FFIV,XLK,2021-12-10,2021-12-15,2021-12-27,F1,5.08,5.31,5.56,1.0,False,2021-12-28,2022-03-29,-0.23314824181389804,-0.1263427204146722,True
APA,XLE,2021-12-24,2021-12-15,2021-12-27,F1,1.36,1.33,1.35,0.25,False,2021-12-28,2022-03-29,-0.03723589625442636,0.4722064634939329,False
CPT,XLRE,2021-12-10,2021-12-15,2021-12-27,F1,1.81,2.08,3.43,0.16666666666666666,False,2021-12-28,2022-03-29,-0.14865061252259515,-0.03088385077296052,True
FDS,XLF,2021-12-17,2021-12-15,2021-12-27,F1,2.11,2.69,2.71,1.0,False,2021-12-28,2022-03-29,-0.19459536973043812,-0.10141920024364826,True
IRM,XLRE,2021-12-17,2021-12-15,2021-12-27,F1,15.45,18.4,16.61,1.0,False,2021-12-28,2022-03-29,-0.19954501780114364,0.05748724536121674,True
CVS,XLV,2021-12-24,2021-12-15,2021-12-27,F1,2.12,1.92,2.27,0.625,False,2021-12-28,2022-03-29,-0.014219947278837242,0.02402946471478007,False
ON,XLK,2021-12-24,2021-12-15,2021-12-27,F1,2.95,3.53,2.49,0.8,False,2021-12-28,2022-03-29,-0.21955503612503013,-0.014051508845959737,True
CTSH,XLK,2021-12-17,2021-12-15,2021-12-27,F1,2.32,2.18,3.32,0.4,False,2021-12-28,2022-03-29,-0.07821500556046546,0.04824571910693498,False
DGX,XLV,2021-12-17,2021-12-15,2021-12-27,F1,2.92,3.78,3.67,0.875,False,2021-12-28,2022-03-29,-0.234351647193339,-0.16139893574725028,True
AVGO,XLK,2021-12-24,2021-12-15,2021-12-27,F1,2.01,2.76,3.23,0.2,False,2021-12-28,2022-03-29,-0.2029445558900138,-0.03466702981683656,True
EXC,XLU,2021-12-17,2021-12-15,2021-12-27,F1,2.14,2.52,2.46,0.16666666666666666,False,2021-12-28,2022-03-29,-0.0026973818154029106,0.1945336770597237,False
ABBV,XLV,2021-12-17,2021-12-15,2021-12-27,F1,2.21,2.66,2.67,0.75,False,2021-12-28,2022-03-29,-0.007742115836086749,0.21930874255906896,False
MCD,XLY,2021-12-24,2021-12-15,2021-12-27,F1,2.12,2.44,2.36,0.5,False,2021-12-28,2022-03-29,-0.16666047351328706,-0.0684242463627609,True
GILD,XLV,2021-12-17,2021-12-15,2021-12-27,F1,3.08,2.59,3.54,1.0,False,2021-12-28,2022-03-29,-0.20624896851499064,-0.15990741088159932,True
DLTR,XLP,2021-12-10,2021-12-15,2021-12-27,F1,2.0,1.58,1.28,1.0,True,2021-12-28,2022-03-29,-0.09376114960298443,0.13870348359044704,False
DLR,XLRE,2021-12-24,2021-12-15,2021-12-27,F1,8.63,6.81,9.13,0.8333333333333334,False,2021-12-28,2022-03-29,-0.24379510385779013,-0.16491479014993693,True
NI,XLU,2021-12-17,2021-12-15,2021-12-27,F1,3.09,4.63,4.22,0.5,False,2021-12-28,2022-03-29,-0.01169568055599235,0.15802955746606684,False
CIEN,XLK,2021-12-10,2021-12-15,2021-12-27,F1,2.4,3.1,3.15,0.6,False,2021-12-28,2022-03-29,-0.3055735227052949,-0.19953446184988932,True
STZ,XLP,2021-12-17,2021-12-15,2021-12-27,F1,1.9,1.58,2.19,0.6666666666666666,False,2021-12-28,2022-03-29,-0.14425699640881318,-0.0662531635415683,True
MCK,XLV,2021-12-17,2021-12-15,2021-12-27,F1,1.57,2.17,1.98,0.375,False,2021-12-28,2022-03-29,-0.007627004687883465,0.24761595953153126,False
PFE,XLV,2021-12-17,2021-12-15,2021-12-27,F1,1.4,1.5,1.19,0.125,False,2021-12-28,2022-03-29,-0.20534656725725853,-0.083933620458577,True
CF,XLB,2021-12-17,2021-12-15,2021-12-27,F1,1.26,1.03,1.18,1.0,False,2021-12-28,2022-03-29,-0.13482223079605937,0.34784188598629173,True
KR,XLP,2022-01-07,2021-12-31,2022-01-11,F1,4.66,2.94,4.8,0.8,False,2022-01-12,2022-04-13,-0.07785328407334857,0.24323261699282828,False
PFG,XLF,2022-01-07,2021-12-31,2022-01-11,F1,4.78,3.8,3.06,0.875,True,2022-01-12,2022-04-13,-0.15878214404425783,-0.023299557565600204,True
PEP,XLP,2021-12-31,2021-12-31,2022-01-11,F1,2.95,2.39,2.47,0.4666666666666667,False,2022-01-12,2022-04-13,-0.11017190188476622,0.0013676569858023235,False
SLB,XLE,2022-01-07,2021-12-31,2022-01-11,F1,2.43,2.54,1.62,0.8,False,2022-01-12,2022-04-13,-0.007682016176701056,0.17153770588550232,False
VLO,XLE,2022-01-07,2021-12-31,2022-01-11,F1,3.66,3.26,2.33,1.0,True,2022-01-12,2022-04-13,-0.06850758523422973,0.2460635220850298,False
SJM,XLP,2022-01-07,2021-12-31,2022-01-11,F1,10.59,9.05,8.39,1.0,True,2022-01-12,2022-04-13,-0.09648135831291504,-0.0052141405928499696,False
BG,XLP,2021-12-31,2021-12-31,2022-01-11,F1,6.31,3.3,2.96,0.8666666666666667,True,2022-01-12,2022-04-13,-0.04950806344716563,0.23357118440083635,False
EOG,XLE,2022-01-07,2021-12-31,2022-01-11,F1,1.52,1.16,1.1,0.2,False,2022-01-12,2022-04-13,-0.01362450749815769,0.22900443366260181,False
STT,XLF,2022-01-07,2021-12-31,2022-01-11,F1,3.49,1.42,1.9,0.75,False,2022-01-12,2022-04-13,-0.24349174980773025,-0.19320730298969102,True
KMB,XLP,2022-01-07,2021-12-31,2022-01-11,F1,4.43,3.78,4.9,0.6666666666666666,False,2022-01-12,2022-04-13,-0.17122337189216674,-0.10874595766170136,True
SCHW,XLF,2022-01-07,2021-12-31,2022-01-11,F1,3.04,2.66,2.24,0.5,False,2022-01-12,2022-04-13,-0.20005811171248067,-0.1140290225140761,True
WFC,XLF,2022-01-07,2021-12-31,2022-01-11,F1,1.85,2.01,1.66,0.125,False,2022-01-12,2022-04-13,-0.18411919612719485,-0.1354975571865692,True
MTB,XLF,2022-01-07,2021-12-31,2022-01-11,F1,7.15,5.46,6.2,1.0,False,2022-01-12,2022-04-13,-0.1081712393255152,-0.10423823561338552,False
PEG,XLU,2022-01-07,2021-12-31,2022-01-11,F1,2.83,2.41,2.71,0.2857142857142857,False,2022-01-12,2022-04-13,-0.05632947891367468,0.09228008524176556,False
GIS,XLP,2021-12-31,2021-12-31,2022-01-11,F1,3.72,4.07,5.16,0.6,False,2022-01-12,2022-04-13,-0.08868707955122068,0.04201338189930115,False
MPC,XLE,2022-01-07,2021-12-31,2022-01-11,F1,2.85,3.0,2.77,0.9,False,2022-01-12,2022-04-13,-0.03680908521481374,0.20739590563957577,False
NTRS,XLF,2022-01-07,2021-12-31,2022-01-11,F1,3.09,2.94,3.0,0.625,False,2022-01-12,2022-04-13,-0.21589451464907106,-0.13708266553117066,True
MO,XLP,2022-01-07,2021-12-31,2022-01-11,F1,1.31,1.41,1.38,0.06666666666666667,False,2022-01-12,2022-04-13,-0.00040409329921375914,0.12634202210611933,False
F,XLY,2022-01-07,2021-12-31,2022-01-11,F1,1.1,1.0,1.0,1.0,False,2022-01-12,2022-04-13,-0.3854959255018361,-0.3629037635778224,True
CHD,XLP,2021-12-31,2021-12-31,2022-01-11,F1,4.44,3.2,4.64,0.7333333333333333,False,2022-01-12,2022-04-13,-0.07099357043086141,0.005136849535515298,False
