signal_date,ticker,guard_state,deterioration_flags,horizon_months,outcome_end,forward_return,forward_trough_return,fold_id
2023-07-31,META,PASS,OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2024-01-31,0.22454508644724958,-0.1109539622946587,F03
2022-08-31,MCD,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-02-28,0.058065224014518746,-0.08538125343578717,F03
2023-05-31,MCD,PASS,OPERATING_CASH_FLOW_DIRECTION,6,2023-11-30,0.0051076909729430575,-0.12725792826697324,F03
2022-08-31,MCD,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2023-08-31,0.13925909065258102,-0.08538125343578717,F03
2022-09-30,ORCL,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-09-30,0.7633502740089324,0.024562110334111154,F03
2022-09-30,ORCL,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-03-31,0.5350889028779136,0.024562110334111154,F03
2022-10-31,PG,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-04-30,0.17581136393986507,-0.019603451389065496,F03
2022-10-31,TMUS,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-04-30,-0.05054103184864811,-0.08300335191388808,F03
2022-10-31,TMUS,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2023-10-31,-0.05080496781304644,-0.16501712921557454,F03
2022-10-31,PG,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-10-31,0.14233851452820767,-0.019603451389065496,F03
2022-11-30,APD,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2023-11-30,-0.10690811275321377,-0.16002158771175468,F03
2022-11-30,APD,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-05-31,-0.12222484550185198,-0.13484657144580559,F03
2022-11-30,NVDA,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2023-11-30,1.7646772100062962,-0.17059634006242053,F03
2022-11-30,NVDA,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-05-31,1.2360349880865429,-0.17059634006242053,F03
2023-02-28,FCX,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2023-08-31,-0.018691354607017874,-0.18643922829866644,F03
2023-02-28,AAPL,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-08-31,0.2779587338713183,-0.014246146830417139,F03
2023-04-30,PEP,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,-0.13260360036060936,-0.1602276075187018,F03
2023-04-30,JNJ,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,-0.0803641439248276,-0.09735084796205862,F03
2023-04-30,LLY,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION,6,2023-10-31,0.4059551315774186,0.02106809153452316,F03
2023-04-30,NKE,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,-0.18360063273758997,-0.2896523841062639,F03
2023-04-30,GOOGL,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,0.155953175475525,-0.02468791352667221,F03
2023-04-30,LIN,VETO,REVENUE_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,6,2023-10-31,0.0415764388878177,-0.042739071802105455,F03
2023-05-31,ABBV,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-11-30,0.05399810230647972,-0.03950444473525194,F03
2023-05-31,COP,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|LEVERAGE_DIRECTION,6,2023-11-30,0.18779682519226992,0.002316090782004121,F03
2024-02-29,CVX,VETO,REVENUE_DIRECTION|MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2025-02-28,0.08863199138414979,-0.07354091890384129,F04
2024-02-29,DUK,PASS,MARGIN_DIRECTION,12,2025-02-28,0.3289145770030557,-0.010563126682418211,F04
2024-02-29,GE,VETO,MARGIN_DIRECTION|OPERATING_CASH_FLOW_DIRECTION|LEVERAGE_DIRECTION,12,2025-02-28,0.6639500097736342,0.006182696010658129,F04
2024-02-29,HON,PASS,MARGIN_DIRECTION|LEVERAGE_DIRECTION,12,2025-02-28,0.09397107231973023,-0.04211747938506427,F04
