queue_id,priority,event_id,cik,accession_number,filing_date,matched_items,prior_identity_status,primary_document_url,source_sha256,source_bytes,extracted_symbols,extraction_status,adjudication_status
IDENTITY-0001683168-20-003281,P1_TEN_YEAR_WINDOW,SEC8K-0001683168-20-003281,0000027904,0001683168-20-003281,2020-09-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/27904/000168316820003281/delta_i8k.htm,2d41457d0eafe38ff3cd5cd8dd31801f127547de6f2750414046729e9ec53967,48471,DAL|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000874761-20-000056,P1_TEN_YEAR_WINDOW,SEC8K-0000874761-20-000056,0000874761,0000874761-20-000056,2020-09-29,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/874761/000087476120000056/aes-20200923.htm,039cf9ba89839d69f495ee964b7cf08395d874a93fa957c45ce320926369ea9a,49683,AES|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000899051-20-000066,P1_TEN_YEAR_WINDOW,SEC8K-0000899051-20-000066,0000899051,0000899051-20-000066,2020-09-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/899051/000089905120000066/all-20200930.htm,e456603722cf3c79f9621cddd4d824d5c6772f0d53a4c3df40df62b961f30065,68840,ALL|ALL.PR.B|S,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001510295-20-000098,P1_TEN_YEAR_WINDOW,SEC8K-0001510295-20-000098,0001510295,0001510295-20-000098,2020-09-30,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000098/mpcform8-k9292020.htm,cc893134f5c9f77cb38121b1bcc3803d21d49f28350d982a3fd0444780cb01bc,44187,MPC,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-20-114989,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-114989,0000100517,0001104659-20-114989,2020-10-14,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/100517/000110465920114989/tm2033181d1_8ka.htm,1fb323e7414f2ac0030805312c1172674b8f6496092de344e8c2218ece8a7fb4,40939,UAL,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001075531-20-000060,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000060,0001075531,0001075531-20-000060,2020-10-15,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000060/bkng-20200804.htm,13cec392781c15fed866c9578955e9853479778536c39a9930fb804b66c781b5,62480,BKNG|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-20-115651,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-20-115651,0001091667,0001104659-20-115651,2020-10-16,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1091667/000110465920115651/tm2030372-3_8k.htm,2d14d79117d159dd148b7dc7a64cb9012c3f1ccefd1a27fc0ee27cbe191db7ed,66203,CHTR|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001075531-20-000072,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-20-000072,0001075531,0001075531-20-000072,2020-11-05,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553120000072/bkng-20200804.htm,140b6f3eef37f36cbc0386207de36795561c0084abba338562965fab3c9755e0,51204,BKNG|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000885725-20-000046,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-20-000046,0000885725,0000885725-20-000046,2020-11-18,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572520000046/bsx-20201117.htm,1a103e92f461b73d6307dbda040c2bec9b28648553247854fb4cfde44bbc4a56,50787,BSX|BSX27|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-20-298226,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-298226,0001792044,0001193125-20-298226,2020-11-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312520298226/d56774d8k.htm,16768e1e915c93677aa353eb77e098172fefd24819b2d7cf17effa02d930efe5,73279,VTRS,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000885725-20-000051,P1_TEN_YEAR_WINDOW,SEC8K-0000885725-20-000051,0000885725,0000885725-20-000051,2020-12-01,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/885725/000088572520000051/bsx-20201125.htm,5348dfa01625f567427500711566f7cf004ad2e7e2c1ff674b702c5dc1e9510b,45293,BSX|BSX27|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-20-315436,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-20-315436,0001792044,0001193125-20-315436,2020-12-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312520315436/d51357d8ka.htm,e07f7113664cc2983ecb866ab95aa601513c4a6f58f3b18f24ec8a7fd5e24912,29142,VTRS,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-000344,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-000344,0001316835,0001193125-21-000344,2021-01-04,2.04,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1316835/000119312521000344/d101613d8k.htm,a159d5ae4a68a8e61962f978bd8431827bcf5ea9c9703e6eebba144e5bbce319,58171,BLDR,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000037996-21-000004,P1_TEN_YEAR_WINDOW,SEC8K-0000037996-21-000004,0000037996,0000037996-21-000004,2021-01-11,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/37996/000003799621000004/f-20201222.htm,2a494d2f62c2cebcc1d3902b8435db8fedafeae34557ee29b5a857ca13eea117,35404,F|FPRB|FPRC,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-010918,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-010918,0001048911,0001193125-21-010918,2021-01-19,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1048911/000119312521010918/d31414d8k.htm,a853ed946db2bfb1a4b797a752974fc0c20be8ead3979ada56c77d24f026478c,38790,FDX,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001090727-21-000006,P1_TEN_YEAR_WINDOW,SEC8K-0001090727-21-000006,0001090727,0001090727-21-000006,2021-01-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090727/000109072721000006/ups-20210124.htm,56a67b4e0e7ef0b978ecf366b3d817e3589ac6423ab433ca16f4814a83af031a,51097,TD|UPS|UPS23A|UPS25|UPS28|UPS32,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001326160-21-000004,P1_TEN_YEAR_WINDOW,SEC8K-0001326160-21-000004,0001326160,0001326160-21-000004,2021-01-25,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1326160/000132616021000004/duk-20210122.htm,b43a6bb582e9b1bb85a148a38f5eb7a4b6ea95aba01f5fb12628a774b264f695,94207,DUK|DUKB|DUKH|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001075531-21-000003,P1_TEN_YEAR_WINDOW,SEC8K-0001075531-21-000003,0001075531,0001075531-21-000003,2021-01-27,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1075531/000107553121000003/bkng-20200804.htm,510fb18fea46dc5a054dfb8386399662cbcbd75e3e9291cde0e5e803dd676df5,50074,BKNG|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001558370-21-001022,P1_TEN_YEAR_WINDOW,SEC8K-0001558370-21-001022,0000031462,0001558370-21-001022,2021-02-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/31462/000155837021001022/ecl-20210216x8k.htm,df346391ca5868a3cc65e69aa6bc0981a26e2063f33a72983c62b520e8a182f7,70410,ECL|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-046154,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-046154,0001090012,0001193125-21-046154,2021-02-17,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1090012/000119312521046154/d133169d8ka.htm,2fa23f22ba8a248dceb9115cf01e3c334f62db1a26b58acc1bc42c073e6e8bd9,34142,DVN,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001001250-21-000021,P1_TEN_YEAR_WINDOW,SEC8K-0001001250-21-000021,0001001250,0001001250-21-000021,2021-02-24,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000100125021000021/el-20200818.htm,3766b2505870ed2636a87c7cff479f1cbd4902a88db73337cc8f0e2a4373d798,69997,EL|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-057129,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-057129,0001792044,0001193125-21-057129,2021-02-25,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1792044/000119312521057129/d137425d8ka.htm,25ce878eba3b0e1a25837cf80f1033dfdcf93d4efb77641574c452109b6be760,26471,VTRS,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-058268,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-058268,0000075677,0001193125-21-058268,2021-02-26,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/75677/000119312521058268/d142991d8k.htm,a986016d51bf849c6e151f8b62e54c448b9cdaf6c20eeef57f6db2ffd620a4cd,25129,PKG,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-069468,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-069468,0001097864,0001193125-21-069468,2021-03-04,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1097864/000119312521069468/d131412d8k.htm,ea8fbf01f85b364085fd22672b01805db01a650faaa75e74999087cf32cf2391,29498,ON,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000721371-21-000021,P1_TEN_YEAR_WINDOW,SEC8K-0000721371-21-000021,0000721371,0000721371-21-000021,2021-03-12,2.05|2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/721371/000072137121000021/cah-20210312.htm,5f70957228b85cc7f0f7df07581e3e4ff9bde44d207f01e1816d9011339db82d,41392,CAH|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-21-084755,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-21-084755,0000922224,0001193125-21-084755,2021-03-18,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/922224/000119312521084755/d128074d8k.htm,753d6a08bb32c121c1079e87bf2dfa2d95c6ed328b3e2f057f0d3f14ef99796c,51650,PPL|PPX,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001628280-21-007391,P1_TEN_YEAR_WINDOW,SEC8K-0001628280-21-007391,0001674101,0001628280-21-007391,2021-04-23,4.02,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1674101/000162828021007391/vrt-20210421.htm,14a529b5d11222cf88eb3cdd26baaf2e158f69a27a3ed44949243e587e0d9c4e,45586,TD|VRT,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001109357-21-000037,P1_TEN_YEAR_WINDOW,SEC8K-0001109357-21-000037,0001109357,0001109357-21-000037,2021-04-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1109357/000110935721000037/exc-20210428.htm,153b6d624ae66fd8985d5ad4f4c7b9b79d47dca6193f68d4026af2ff300a509b,69403,EXC|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001564590-21-024548,P1_TEN_YEAR_WINDOW,SEC8K-0001564590-21-024548,0000040704,0001564590-21-024548,2021-05-06,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/40704/000156459021024548/gis-8k_20210505.htm,635b0ef9ed255f4b383cc1200c3ff49e1d9e6af163bd29a9057cc13de6c87aa7,35408,GIS|GIS23A|GIS26|GIS27|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001104659-21-076394,P1_TEN_YEAR_WINDOW,SEC8K-0001104659-21-076394,0000001800,0001104659-21-076394,2021-06-03,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1800/000110465921076394/tm2118332d1_8k.htm,c5483840a185918db2d4290d577a27ae3bb770cf5db917d02468e2b1bdc727a6,31682,ABT,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0000874761-21-000055,P1_TEN_YEAR_WINDOW,SEC8K-0000874761-21-000055,0000874761,0000874761-21-000055,2021-07-07,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/874761/000087476121000055/aes-20210706.htm,56aa82c8f239a8ce3d8e635f561eccb6558b17890534ee1671d22c580e840840,45942,AES|AESC|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001783879-26-000071,P1_TEN_YEAR_WINDOW,SEC8K-0001783879-26-000071,0001783879,0001783879-26-000071,2026-06-16,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000071/hood-20260616.htm,77a21ef7048b45aa45bb29c33d4cd0efe66380760c252446a35d6cb28d2afe61,39966,HOOD|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001193125-26-289427,P1_TEN_YEAR_WINDOW,SEC8K-0001193125-26-289427,0000002969,0001193125-26-289427,2026-06-30,2.06,UNMAPPED,https://www.sec.gov/Archives/edgar/data/2969/000119312526289427/d97956d8k.htm,21c95c181703edc75dc673c0e9a814dd8baef101c0fb4356ddbee1ceff4da2e2,41602,APD|APD28|APD31|APD32|APD32B|APD35|APD37,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
IDENTITY-0001001250-26-000031,P1_TEN_YEAR_WINDOW,SEC8K-0001001250-26-000031,0001001250,0001001250-26-000031,2026-07-07,2.05,UNMAPPED,https://www.sec.gov/Archives/edgar/data/1001250/000100125026000031/el-20240201.htm,598f2d64c5c98f67a9185df705ca9f8ce109725f4df043f06d574f5254fd105e,71257,EL|TD,CANDIDATE_FOUND,PENDING_SOURCE_REVIEW
