ticker,signal_date,fold_id,business_state,business_month_end,outcome_end,immediate_entry_date,immediate_entry_price,scheduled_entry_date,scheduled_entry_price,immediate_terminal_base,scheduled_terminal_base,uplift_vs_cash_base,uplift_vs_scheduled_base,immediate_terminal_stress,scheduled_terminal_stress,uplift_vs_cash_stress,uplift_vs_scheduled_stress,immediate_sleeve_trough,immediate_total_position_trough
AMZN,2020-09-30,F02,PASS,2020-08-31,2021-04-01,2020-10-01,160.3999939,2020-10-30,157.8874969,0.04919355801027559,0.04997638546239756,-0.0008064419897244116,-0.0007828274521219716,0.04911965682147698,0.04990130826841299,-0.0008803431785230215,-0.0007816514469360103,-0.07981602672617061,-0.003990801336308531
AMZN,2024-08-30,F04,PASS,2024-07-31,2025-03-05,2024-09-03,177.5500031,2024-10-02,184.4400024,0.05858841367688493,0.056399766290368476,0.008588413676884926,0.0021886473865164527,0.05850039903440589,0.05631503955082361,0.008500399034405887,0.0021853594835822762,-0.03469447250040636,-0.0017347236250203181
AMZN,2025-03-31,F04,PASS,2025-02-28,2025-09-30,2025-04-01,187.8600006,2025-05-01,190.6300049,0.05835213765272659,0.0575042350767547,0.00835213765272659,0.0008479025759718928,0.05826447795670346,0.057417849145242304,0.008264477956703459,0.0008466288114611573,-0.10933670411156182,-0.005466835205578092
APD,2020-02-28,F02,PASS,2020-01-31,2020-08-27,2020-03-02,188.7680775393694,2020-03-31,174.196716209329,0.06691424477894378,0.07251154684076383,0.01691424477894378,-0.0055973020618200475,0.06681372262854977,0.07240261612442818,0.01681372262854977,-0.005588893495878405,-0.20064244724572255,-0.01003212236228613
APD,2022-03-31,F03,PASS,2022-02-28,2022-09-30,2022-04-01,225.201361395259,2022-05-03,211.15430188202473,0.04691835175912903,0.050039599460686986,-0.0030816482408709753,-0.003121247701557958,0.04684786850661156,0.04996442730325982,-0.0031521314933884437,-0.0031165587966482597,-0.10989808206274909,-0.005494904103137455
APD,2024-12-31,F04,PASS,2024-11-30,2025-07-07,2025-01-02,275.6667412381593,2025-02-04,324.4779249376616,0.05098462376533133,0.043315011612400714,0.00098462376533133,0.007669612152930619,0.05090803194194826,0.04324994148979821,0.0009080319419482591,0.007658090452150053,-0.12713524881799532,-0.0063567624408997665
AVGO,2018-01-31,F01,PASS,2017-12-31,2018-08-01,2018-02-01,19.059262696623637,2018-03-05,19.704244177248793,0.04604340857135881,0.04453626393966199,-0.003956591428641194,0.0015071446316968218,0.04597423970520254,0.04446935918662293,-0.0040257602947974605,0.00150488051857961,-0.1387498419386447,-0.006937492096932236
AVGO,2019-05-31,F01,PASS,2019-04-30,2019-11-27,2019-06-03,21.03326721760604,2019-07-02,25.13045166754382,0.06413872494066311,0.053681762608978695,0.014138724940663108,0.010456962331684416,0.0640423723243276,0.05360111899965123,0.014042372324327604,0.010441253324676374,0.0024946201582054517,0.00012473100791027258
BA,2018-03-29,F01,PASS,2018-02-28,2018-09-27,2018-04-02,311.4431191711167,2018-05-01,318.4342931413744,0.05696349534786992,0.05571287091919346,0.0069634953478699205,0.0012506244286764612,0.05687792174444298,0.0556291760705417,0.006877921744442975,0.0012487456739012776,-0.00848711468775265,-0.00042435573438763253
BA,2018-11-30,F01,PASS,2018-10-31,2019-06-05,2018-12-03,353.99889058598103,2019-01-04,307.7266270451202,0.04830870838990347,0.055572796348104275,-0.0016912916100965333,-0.007264087958200806,0.04823613646943792,0.05548931192695039,-0.0017638635305620848,-0.007253175457512473,-0.19255580115843585,-0.009627790057921793
BA,2024-04-30,F04,PASS,2024-03-31,2024-10-29,2024-05-01,167.5,2024-05-31,173.1199951,0.04559717185267164,0.044116950678694304,-0.004402828147328362,0.0014802211739773363,0.04552867334713433,0.04405067584041885,-0.004471326652865676,0.0014779975067154769,-0.12465674567164176,-0.006232837283582088
CAT,2018-10-31,F01,PASS,2018-09-30,2019-05-06,2018-11-01,104.59006275215127,2018-12-03,121.04770633911954,0.05639383820236481,0.04872653315624074,0.006393838202364804,0.007667305046124069,0.056309120368310185,0.048653333557107686,0.006309120368310182,0.007655786811202499,-0.04600704546429102,-0.002300352273214551
CAT,2021-06-30,F02,PASS,2021-05-31,2021-12-29,2021-07-01,200.0269095010183,2021-08-02,190.85998254346885,0.047745749813858825,0.05003895866384597,-0.002254250186141178,-0.002293208849987148,0.04767402359981698,0.049963787469058024,-0.002325976400183026,-0.0022897638692410474,-0.13326351373179923,-0.006663175686589962
